HSNS1	HSNS2	HSNS3	HSNS4	HSNS5	HSNS6	HSNS7	HSNS8	HSNS9	HSNS10	DDP1	DDP2	DDP3	DDP4	DDN1	DDN2	DDN3	DDN4	DDM1	DDM2	DDM3	DDM4	age	gender	accuracy	country
4	5	4	1	4	2	5	2	4	2	2	1	4	2	4	3	2	1	2	4	2	2	22	2	85	CA
4	3	3	3	2	5	4	3	4	2	2	2	4	4	5	4	4	3	4	4	3	3	22	1	70	CA
5	4	4	4	4	4	4	3	5	3	1	3	3	4	5	4	3	2	3	4	5	3	29	2	70	NL
2	4	2	2	4	3	2	2	4	4	1	1	2	1	4	3	4	2	2	1	2	1	53	2	85	US
5	5	5	3	1	5	5	2	4	2	1	3	4	5	2	5	5	4	3	4	4	4	19	2	95	US
4	5	4	2	2	5	4	2	4	1	1	1	1	4	4	2	2	1	2	4	4	1	45	1	95	US
5	1	3	4	5	4	1	5	3	5	5	5	5	4	1	1	2	5	5	5	5	5	14	1	85	GB
5	3	2	4	5	5	5	5	5	1	1	1	5	5	5	5	3	1	2	4	1	1	11	2	60	CA
1	1	5	5	5	5	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	12	1	100	US
2	2	3	2	3	4	2	5	2	3	1	1	4	4	2	1	2	1	1	1	1	1	67	2	90	US
2	4	3	2	2	3	4	2	2	1	1	1	2	2	4	2	2	2	2	1	2	2	44	2	95	US
5	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	22	1	100	PL
4	4	4	4	3	4	4	1	5	3	4	2	2	2	4	5	3	3	2	4	2	2	14	2	85	US
5	2	4	2	4	5	4	5	5	1	3	3	1	4	5	4	4	4	5	5	4	4	15	1	67	US
4	1	4	4	4	4	3	4	4	1	5	1	4	4	4	4	2	3	4	4	5	5	14	2	95	US
4	1	1	2	2	2	1	2	4	2	1	1	2	2	2	2	1	2	1	4	4	2	21	1	80	US
5	1	3	4	5	5	4	4	5	5	4	5	2	3	5	3	2	4	4	5	4	3	22	1	85	CA
3	4	5	5	4	5	5	3	4	5	4	5	5	4	5	4	5	4	5	5	4	5	24	1	98	US
3	3	4	4	5	4	2	4	5	4	4	2	5	4	5	4	5	4	5	4	5	4	17	2	90	US
4	2	2	2	4	4	4	3	4	3	2	2	3	5	4	3	3	2	3	4	4	3	36	1	80	US
4	1	4	2	3	5	2	2	5	2	5	2	5	4	5	5	5	3	4	4	3	2	16	2	98	US
3	1	1	2	2	5	1	4	5	1	4	3	4	5	4	1	1	1	5	5	3	2	17	2	90	US
4	4	4	3	4	4	4	4	5	4	2	4	5	4	4	4	4	4	4	5	5	4	29	1	75	IS
3	4	1	2	4	2	4	4	3	4	2	1	4	5	4	3	1	1	1	2	3	1	4125	1	95	US
5	4	1	2	5	5	4	3	4	1	3	1	3	5	5	5	5	2	5	4	5	2	20	2	70	PH
4	2	5	4	2	5	3	3	3	2	2	2	3	5	5	4	4	4	3	3	2	4	15	1	89	CA
3	4	4	1	1	4	4	1	5	1	2	1	2	4	4	2	1	1	2	4	1	1	18	1	88	US
4	4	4	4	2	4	5	3	4	2	2	2	4	4	3	2	2	2	2	4	4	2	0	3	2147483647	AU
4	5	5	3	0	4	5	3	4	2	1	1	4	4	5	3	3	2	0	2	3	1	17	2	60	US
2	4	4	3	4	4	5	3	4	2	3	1	3	4	5	4	3	3	2	4	4	4	18	2	90	PH
2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	4	2	41	2	80	US
3	4	4	2	2	3	3	3	3	1	1	1	3	3	4	4	4	1	3	2	2	2	30	1	85	US
3	2	1	5	4	4	4	3	5	3	4	4	5	4	3	4	4	2	3	4	2	3	65	1	80	US
2	2	4	3	3	3	3	2	4	2	2	2	2	2	3	4	2	2	2	2	3	2	47	1	95	US
3	4	3	2	2	4	4	2	4	2	1	1	1	2	4	4	4	2	2	3	2	1	38	2	90	US
4	5	4	2	4	4	5	1	4	1	1	2	1	5	4	4	2	1	4	4	2	3	18	2	90	CA
5	5	5	4	3	5	5	5	5	2	5	4	5	4	5	4	3	4	4	3	4	3	18	2	87	CA
4	1	1	2	5	5	1	4	4	2	2	2	4	4	5	4	5	1	4	5	5	4	26	1	85	US
4	4	3	3	3	5	4	2	5	1	3	1	4	5	5	5	4	4	4	4	3	3	21	1	80	US
5	1	2	5	5	5	2	5	5	2	5	2	5	5	5	5	3	2	4	5	4	3	27	1	97	US
3	2	3	1	2	3	3	2	3	2	1	1	3	2	3	3	2	1	1	1	4	1	45	2	100	US
4	4	4	2	2	2	4	4	2	2	2	1	2	2	4	3	2	2	2	4	2	2	37	2	100	US
4	4	5	2	5	5	4	1	5	2	3	2	3	4	4	4	3	1	4	2	1	1	22	2	95	US
5	3	2	3	3	4	5	5	5	1	1	2	5	5	5	5	5	5	3	3	5	3	19	2	100	US
4	3	4	1	1	4	2	1	4	1	1	1	1	5	3	2	1	2	2	4	1	1	17	1	76	US
4	2	4	4	3	5	3	4	4	4	2	1	2	4	4	5	4	4	4	4	2	0	20	1	60	US
2	2	2	2	2	3	3	2	2	2	2	2	2	3	4	2	2	1	1	2	3	1	56	2	75	GI
4	4	5	3	4	4	4	4	4	2	2	4	3	4	5	4	5	2	2	4	3	3	21	1	90	AU
5	3	5	5	5	5	5	5	5	3	2	5	5	5	4	5	5	3	5	5	5	5	20	1	100	US
5	2	2	1	1	5	5	1	5	1	4	1	4	5	5	5	5	2	5	5	5	4	20	1	99	US
5	2	3	4	4	3	4	4	4	4	4	5	4	4	3	4	3	3	4	5	3	4	15	1	95	HK
5	5	5	3	5	5	5	4	5	2	5	4	5	5	5	5	4	2	5	5	5	4	24	2	80	CA
1	1	1	1	1	5	1	1	1	1	1	1	1	3	3	1	1	1	1	1	1	1	48	2	95	MM
5	2	3	2	4	5	4	5	5	2	5	2	4	5	3	3	3	3	3	4	3	3	20	1	100	US
4	2	4	4	4	4	3	4	3	4	5	5	4	5	3	2	4	4	4	4	5	4	24	1	100	AU
4	5	5	5	4	5	4	4	4	3	4	3	3	5	4	4	4	3	4	4	4	2	14	2	70	GB
5	4	2	2	4	4	4	4	4	3	3	3	5	3	5	5	5	4	4	5	4	4	22	1	80	PK
4	4	4	4	3	4	4	4	4	3	2	2	1	4	5	5	4	4	3	2	1	3	37	1	100	SG
3	4	2	4	1	2	3	2	3	1	2	2	2	2	4	2	3	4	3	4	4	2	54	2	95	US
4	4	4	3	4	4	2	2	4	4	2	2	3	3	4	4	4	3	3	3	3	3	22	1	70	PK
2	2	2	1	2	4	2	1	1	1	1	1	1	2	2	2	1	1	1	1	2	1	30	2	100	US
3	2	4	2	3	3	3	2	3	2	1	2	2	4	3	3	2	2	1	4	3	2	40	2	60	DE
2	2	4	2	2	4	2	1	4	2	1	1	1	4	4	4	4	3	2	2	2	2	28	1	100	US
5	4	4	4	5	5	5	5	5	3	5	5	5	5	5	5	4	4	5	5	5	5	32	1	80	GB
4	2	2	2	4	3	3	2	3	1	1	2	3	2	2	4	3	2	3	3	4	2	28	2	85	US
5	4	5	4	3	5	4	3	5	2	5	3	5	5	2	1	2	3	5	5	4	5	17	3	80	US
4	2	4	2	1	4	1	3	3	1	2	3	1	5	2	1	1	4	1	4	2	1	32	2	95	GB
3	4	4	2	1	3	4	2	3	1	1	1	1	3	3	3	1	2	2	3	2	1	24	2	90	AU
2	1	4	1	1	4	2	2	2	1	1	1	3	1	5	3	3	1	1	2	2	1	34	1	99	US
2	3	3	2	5	4	4	2	4	4	4	3	4	3	4	5	3	2	4	4	4	3	17	2	55	US
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	27	1	95	US
1	5	1	3	1	5	3	1	5	5	3	1	3	5	5	1	1	1	3	1	1	1	40	1	100	US
2	1	2	2	4	5	2	4	2	4	4	1	2	4	1	1	1	1	2	2	4	2	22	1	30	BR
3	1	1	1	4	3	1	2	1	2	1	2	2	3	1	1	1	1	1	1	2	1	33	1	75	US
4	3	4	2	2	4	5	4	5	2	4	2	3	5	4	4	4	4	4	2	4	2	22	2	50	FR
1	4	3	3	3	3	2	3	4	1	1	3	1	4	2	1	1	2	2	4	1	2	16	2	98	GB
5	1	4	2	4	5	1	5	1	2	3	1	0	5	1	1	1	1	5	1	1	1	22	1	85	TR
4	3	3	2	2	2	3	3	3	2	2	2	2	4	4	3	3	3	2	3	3	2	57	1	85	US
4	3	2	2	4	5	4	4	4	4	4	3	3	4	4	4	2	3	4	4	4	4	18	1	85	US
4	5	4	1	3	3	4	5	4	1	1	1	4	4	3	3	3	2	4	4	1	4	17	1	75	US
1	4	2	2	2	3	3	1	2	2	1	1	1	3	3	3	2	1	2	2	2	1	52	2	90	US
5	2	2	5	5	5	2	5	4	5	5	5	5	5	3	1	2	2	5	5	5	5	21	1	60	CA
4	4	5	2	2	4	4	4	5	4	4	2	4	4	2	1	2	2	2	2	2	2	26	1	95	IT
4	2	4	5	4	5	4	5	5	5	4	5	5	5	4	4	5	4	4	5	5	4	16	2	100	PL
2	1	2	2	4	5	2	3	2	2	2	2	2	5	4	4	5	2	4	4	4	3	24	1	95	US
4	3	3	2	3	4	5	4	3	2	2	3	4	5	4	4	3	4	4	4	4	2	34	2	80	US
4	3	4	4	4	4	3	4	4	1	4	3	4	3	4	4	3	3	4	4	4	3	20	1	85	US
1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	16	1	100	GB
4	1	4	5	5	4	1	4	4	5	2	2	4	5	1	1	1	1	1	4	1	1	32	1	75	PT
4	2	5	2	2	3	3	3	3	1	1	1	1	3	4	4	2	2	3	3	2	2	21	2	85	CA
5	3	4	2	4	4	4	4	4	4	3	4	4	4	3	1	1	3	3	3	3	4	16	1	70	US
5	4	1	2	3	5	4	4	5	2	3	3	4	2	5	5	4	4	0	4	4	4	20	1	85	US
1	1	2	4	4	4	2	2	4	4	4	2	2	4	2	2	2	2	2	4	1	2	22	2	95	US
4	2	3	1	2	4	4	2	1	2	1	1	1	5	2	3	1	1	2	4	3	1	29	2	90	US
5	4	4	2	3	4	3	4	3	3	4	4	4	4	4	3	3	3	4	5	4	3	16	2	77	US
4	4	3	2	2	4	4	3	3	2	2	3	4	2	4	3	3	4	4	4	4	3	52	2	90	GB
3	2	4	2	1	4	1	4	0	2	2	1	2	4	4	2	3	2	1	4	2	2	52	2	65	US
4	4	3	2	2	4	4	2	4	2	4	4	4	4	2	4	2	2	4	4	4	4	20	2	90	US
2	3	3	3	2	3	3	2	3	2	2	3	3	3	4	3	2	3	3	4	3	2	40	2	90	US
3	5	2	1	2	5	5	4	5	2	5	4	2	5	5	4	4	2	5	4	4	5	21	1	89	ID
5	3	4	5	3	3	3	2	4	1	1	1	2	4	1	2	2	2	1	2	4	2	31	2	90	NZ
4	4	4	4	2	4	4	2	4	2	1	3	2	3	4	3	3	3	3	4	3	2	24	1	80	GB
4	3	4	1	2	3	4	3	4	1	1	1	3	3	3	4	3	2	1	3	3	2	27	2	5	US
3	2	2	2	3	2	3	2	3	2	1	2	1	2	3	2	2	2	1	1	3	2	53	2	75	US
2	3	4	2	3	3	4	4	4	1	1	2	2	4	4	4	3	3	3	4	2	3	22	2	70	CA
3	4	3	1	2	2	5	4	1	1	1	1	1	2	3	4	2	2	3	2	2	1	50	2	100	US
2	1	5	5	3	5	4	2	5	2	5	2	4	2	5	5	1	2	2	4	2	2	21	1	100	US
5	4	5	5	4	5	4	4	5	3	5	2	5	5	5	5	5	4	4	5	4	4	22	1	90	US
2	3	1	1	2	5	4	1	5	1	3	4	5	4	2	1	3	4	2	3	1	1	18	2	100	BR
4	3	3	5	4	5	3	4	5	2	5	5	5	4	4	2	1	4	4	1	1	2	28	1	85	AU
4	5	5	2	3	4	5	0	2	4	1	1	1	1	5	4	3	2	1	3	2	1	27	2	90	US
4	2	4	2	5	4	3	4	4	5	4	3	4	5	3	1	2	3	4	4	4	3	34	1	92	US
4	1	4	4	4	4	2	5	4	4	4	5	5	4	5	3	4	2	4	5	4	2	17	1	95	BR
4	4	3	2	2	4	3	3	4	2	2	2	2	4	4	4	3	4	2	2	3	3	64	2	90	US
4	3	3	2	3	4	3	3	4	2	2	2	2	5	3	2	2	2	2	3	3	2	62	2	50	US
4	4	3	1	4	4	4	4	4	2	2	2	3	2	5	5	5	1	2	4	3	1	15	2	90	US
4	3	2	3	3	4	3	3	3	2	3	4	3	5	3	3	3	2	4	4	3	4	16	1	90	US
5	5	5	3	4	5	3	3	5	3	1	4	2	5	4	3	4	5	5	5	5	3	26	2	70	AU
5	3	5	4	1	5	5	4	5	3	2	3	4	5	5	3	5	3	4	5	5	1	24	2	100	US
5	5	5	4	3	5	5	2	5	3	2	2	2	4	5	5	5	4	5	4	4	1	17	1	80	IN
3	2	3	1	2	3	4	3	4	3	1	0	2	2	4	3	3	2	1	2	2	1	17	2	50	HK
3	4	4	4	4	4	4	3	4	4	4	1	2	3	0	3	2	2	2	4	2	2	47	2	80	ZA
4	5	5	4	1	5	5	2	4	1	1	1	1	2	4	1	1	2	2	4	1	1	17	2	90	GB
4	5	5	4	4	5	5	4	4	5	5	5	4	5	5	5	4	2	5	4	5	4	17	2	90	GB
5	1	1	4	5	5	1	5	1	2	5	1	5	5	1	1	1	1	4	5	5	5	16	1	100	US
5	4	3	2	4	5	3	5	4	2	2	1	4	4	4	4	4	3	4	3	3	3	21	1	70	US
2	4	4	2	2	4	4	2	2	1	1	1	1	2	4	4	4	2	1	4	1	2	0	2	90	US
4	2	4	4	4	2	4	2	3	4	4	2	4	2	5	4	4	2	2	1	3	2	50	1	90	ZA
5	2	2	3	3	5	1	3	4	3	3	5	2	3	5	5	5	3	5	5	5	5	16	1	85	SG
1	5	4	1	2	2	1	2	0	1	1	1	1	1	2	2	1	1	1	1	4	1	40	2	90	KE
5	1	3	2	5	5	5	5	2	4	3	3	5	5	4	2	2	1	3	4	5	3	47	1	80	CA
4	3	2	4	4	4	4	4	4	4	4	5	2	5	5	4	5	4	4	5	5	4	26	1	95	AU
5	4	5	4	4	4	4	4	4	2	2	4	4	4	5	4	4	4	5	4	5	4	22	2	75	GB
1	5	5	5	1	5	1	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	22	2	100	AU
4	2	4	3	2	3	4	2	3	1	3	2	2	2	4	2	4	2	4	4	4	4	18	2	90	HU
4	5	5	2	3	5	5	4	4	1	4	5	5	5	4	4	3	5	5	5	4	5	15	2	100	GB
4	4	2	1	1	4	5	1	2	1	1	1	1	4	4	4	2	1	2	2	3	1	40	2	95	US
5	5	5	5	5	5	5	5	5	5	5	5	5	5	3	5	3	5	5	5	4	5	56	1	60	CA
5	1	1	5	5	5	4	5	5	5	5	5	2	5	5	5	5	5	5	5	5	5	25	1	100	AT
4	2	2	2	3	4	2	1	2	2	2	2	3	2	2	2	2	2	4	4	4	3	20	2	85	CA
4	4	4	3	3	4	4	4	4	3	3	4	4	4	4	4	3	3	3	3	3	2	18	2	50	US
4	3	4	5	4	4	3	4	5	3	4	5	2	5	5	3	5	4	4	5	4	4	20	1	90	US
5	5	5	4	2	5	5	4	4	4	3	1	4	2	4	1	1	2	1	3	4	2	29	2	100	US
4	3	5	4	4	5	3	4	4	2	4	5	4	3	4	3	4	3	3	5	5	4	20	1	85	US
4	2	2	1	2	2	2	3	2	1	1	2	2	4	2	2	2	2	2	3	3	2	23	2	75	GB
4	4	3	3	3	3	4	2	3	3	2	4	4	4	4	3	4	3	4	4	4	3	32	2	100	CA
5	5	5	5	5	5	5	5	5	4	3	5	4	5	5	4	5	5	4	2	5	3	19	1	85	US
3	1	1	1	3	4	2	1	3	4	1	1	4	5	3	2	1	1	1	3	3	1	34	1	100	US
2	4	5	2	2	5	4	2	4	1	2	2	2	5	4	2	1	2	4	4	4	2	15	2	90	US
1	5	4	2	4	3	4	2	5	5	1	1	4	5	5	5	4	4	5	5	3	4	40	1	90	CA
4	4	2	3	3	5	2	3	4	4	4	2	3	5	4	5	4	2	3	4	4	2	27	1	80	US
2	3	2	4	4	3	3	2	4	2	3	4	4	4	4	4	3	4	2	4	3	2	43	2	90	US
5	5	4	5	4	4	5	5	4	2	4	4	4	3	5	5	4	4	3	5	5	4	17	1	99	IE
5	1	1	5	5	5	2	5	1	3	5	5	5	5	5	5	5	5	3	5	1	5	18	1	100	US
1	3	3	1	1	3	3	3	3	2	1	1	2	1	1	1	0	1	1	1	3	1	44	1	85	US
5	4	5	1	4	5	3	4	5	1	1	4	4	5	5	4	4	4	2	4	5	1	24	1	6	US
4	2	4	1	1	5	2	1	2	1	1	1	1	2	2	2	1	1	1	4	2	1	35	2	100	US
3	2	4	3	3	3	3	4	3	4	4	2	4	3	4	4	3	4	3	5	5	4	29	1	100	US
2	4	3	4	2	4	4	1	5	1	2	2	3	4	4	4	3	2	4	4	4	2	29	2	100	US
5	5	5	1	2	4	5	5	5	4	0	0	2	4	4	4	4	4	4	4	4	1	20	1	100	US
5	2	1	2	1	4	1	3	5	1	2	2	2	3	4	1	4	2	2	4	4	1	17	1	90	US
3	4	5	2	1	4	4	2	3	1	1	1	1	4	2	2	1	1	1	2	3	1	24	2	99	US
4	3	4	2	3	5	4	4	3	3	2	2	3	5	3	2	2	1	4	5	5	5	22	3	50	US
1	1	1	4	4	5	2	4	2	4	4	5	5	5	2	2	2	4	5	5	5	4	14	1	100	AU
3	3	3	1	3	3	4	3	4	3	2	2	3	3	3	3	4	2	3	4	5	3	39	2	80	CA
2	4	4	1	1	5	3	3	4	1	2	2	4	3	4	3	4	2	2	1	3	1	22	2	50	CA
5	4	3	2	3	5	4	2	3	3	1	2	3	2	4	3	4	3	3	2	2	2	23	1	80	US
2	4	4	2	4	4	4	2	2	3	2	1	4	4	2	1	2	2	4	3	2	1	24	1	80	AU
5	2	5	5	5	1	3	5	3	5	5	5	5	5	5	5	5	5	5	5	5	5	20	1	40	RO
2	3	3	3	5	5	3	4	4	4	5	5	5	5	4	3	5	3	5	5	5	5	40	1	100	AU
4	4	4	5	4	4	4	3	4	2	2	4	2	5	5	3	4	4	4	5	3	2	24	1	70	NL
2	4	2	4	3	3	4	3	1	2	4	4	4	4	4	3	3	4	3	4	2	4	14	2	80	US
5	4	5	2	4	4	4	3	4	2	2	2	3	5	2	2	2	3	2	4	2	2	26	2	70	GB
1	2	3	1	4	2	1	2	4	2	1	2	2	4	4	3	4	4	1	2	1	3	31	2	79	AU
5	1	5	5	5	5	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	32	1	100	MK
5	4	4	4	5	5	3	5	1	5	5	5	5	5	5	5	5	1	2	1	2	1	40	1	80	US
1	3	1	1	3	1	1	1	1	2	1	1	1	4	4	1	2	1	1	4	2	1	49	1	95	MY
3	4	4	4	4	4	5	2	4	4	4	3	3	3	3	3	3	3	4	4	4	3	17	2	100	US
5	1	1	1	5	5	1	4	1	1	4	2	4	4	2	2	4	2	4	5	2	4	18	1	50	US
5	1	5	3	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	20	1	100	US
4	5	4	3	3	5	4	4	4	4	3	2	2	4	4	2	3	4	3	5	4	4	23	2	80	US
5	4	4	5	4	5	4	2	4	2	4	2	3	4	5	4	5	2	2	5	4	4	18	1	90	US
4	2	4	2	4	5	3	4	4	3	5	4	5	5	4	4	4	4	5	5	5	4	19	2	99	US
4	2	3	3	4	4	2	3	3	4	4	3	4	4	3	2	3	2	3	4	4	3	27	2	90	US
2	4	3	2	2	4	1	2	2	2	2	2	4	5	2	1	4	2	1	4	1	1	50	1	75	US
5	5	2	3	2	4	3	5	4	1	2	2	2	1	4	4	4	1	4	4	5	2	22	2	60	US
4	3	2	3	2	2	4	2	4	2	2	3	2	2	4	4	3	3	3	3	3	2	17	2	85	US
2	1	1	2	4	4	5	3	2	4	4	1	5	4	3	2	4	3	5	5	2	4	0	1	100	US
4	2	5	4	4	4	3	2	5	5	4	5	3	4	4	4	5	2	5	4	5	4	20	1	85	US
3	1	2	4	2	2	1	2	2	2	2	2	2	2	2	1	1	1	2	4	2	3	45	1	90	US
3	1	3	2	2	5	1	5	1	4	5	4	4	5	4	1	1	1	5	5	1	4	33	1	88	HR
2	2	3	2	4	4	2	2	2	2	4	3	4	4	2	2	2	3	4	4	2	2	19	1	70	US
5	2	2	1	3	5	4	2	5	1	4	4	4	3	4	4	4	1	4	4	4	3	16	1	98	US
4	3	4	1	4	4	4	4	4	2	4	4	5	4	4	4	4	4	4	4	5	4	43	2	85	US
4	1	1	2	1	5	1	1	2	1	1	2	2	2	2	3	2	1	3	3	4	2	18	2	100	US
4	5	4	4	3	4	5	4	5	1	3	2	4	4	5	5	4	4	4	4	4	4	18	2	88	US
2	2	5	2	4	4	4	2	5	2	2	2	4	4	2	2	2	4	5	5	3	4	15	1	90	US
3	2	2	1	3	3	3	1	3	1	4	2	3	5	4	3	2	2	4	5	2	2	18	2	60	US
2	5	4	4	4	3	5	5	3	5	5	5	4	4	5	5	5	4	5	5	4	4	47	1	99	US
2	3	3	1	2	3	4	2	2	2	1	1	3	2	3	4	3	2	3	4	4	4	34	2	85	RS
4	2	4	4	2	4	4	2	4	2	1	2	2	2	5	4	5	2	2	4	2	2	17	1	95	US
1	1	4	4	1	5	2	5	5	5	5	5	5	5	5	2	5	2	5	5	5	5	18	1	87	US
5	4	5	3	5	4	5	4	2	2	5	1	4	5	2	1	1	1	3	4	1	1	23	2	98	US
4	2	4	5	4	4	4	4	5	4	4	4	4	4	5	5	5	3	4	4	4	4	17	1	87	US
5	2	4	2	4	5	4	1	4	2	1	1	4	5	5	4	3	2	2	4	4	2	24	1	70	US
2	2	4	2	2	3	4	2	4	1	2	2	2	3	2	4	4	2	2	4	2	2	17	1	85	GB
4	1	3	4	4	4	3	5	4	5	3	3	4	3	4	3	4	3	4	4	3	3	19	1	100	NL
4	3	3	2	3	3	4	2	4	3	3	2	2	3	3	3	3	2	2	3	2	2	19	1	75	US
5	5	5	1	4	5	5	5	5	2	4	2	2	5	5	5	5	5	5	5	5	4	15	1	80	US
2	4	2	4	4	4	4	5	5	4	4	4	4	5	2	2	3	2	4	4	4	4	16	1	80	GB
4	4	3	4	3	5	2	2	5	1	2	1	2	3	5	4	4	2	2	1	2	1	15	1	70	NL
2	3	3	3	3	4	4	1	4	1	2	2	2	4	2	3	2	1	1	2	2	1	22	1	95	US
4	2	2	4	4	4	4	3	4	4	4	4	3	3	3	4	4	2	4	5	4	3	15	1	67	US
2	5	2	2	2	4	4	2	4	2	3	2	4	4	4	4	4	4	4	3	4	4	19	1	85	MA
4	2	4	3	2	4	4	2	4	2	3	2	3	4	4	4	3	2	3	3	3	3	18	1	80	US
5	2	2	5	5	5	4	5	5	3	5	5	5	5	5	4	5	5	5	5	5	5	15	1	88	GB
2	2	4	2	2	2	2	1	5	1	1	2	2	3	4	3	3	2	1	4	4	1	15	1	85	GB
5	4	3	2	2	4	3	3	3	3	3	2	4	2	2	2	2	2	2	3	2	2	19	1	90	PE
4	5	4	4	3	5	4	3	4	4	2	3	1	3	2	2	4	4	5	5	5	5	16	1	90	US
2	3	4	5	3	4	4	2	5	4	4	4	4	4	1	1	2	2	2	4	3	3	21	1	90	US
4	2	2	3	2	4	4	4	5	1	2	1	2	4	5	5	2	3	3	4	5	3	9000	3	83	US
2	4	5	2	5	5	4	1	5	1	1	1	5	5	5	4	4	4	1	1	4	2	19	1	70	US
4	4	5	1	4	4	5	2	4	2	1	2	1	3	2	1	2	1	2	4	2	1	13	1	86	US
2	1	1	1	3	4	1	2	5	2	4	4	5	3	4	2	1	1	1	5	2	2	17	1	93	GB
3	2	2	4	4	5	5	2	3	3	5	2	5	4	3	2	4	2	4	3	3	3	15	1	80	US
5	1	5	4	5	5	4	4	5	4	4	1	5	5	3	2	2	2	4	5	4	3	17	1	70	SE
5	1	1	5	5	5	2	5	5	5	5	1	1	5	5	5	4	5	5	5	5	5	22	1	100	US
2	4	5	2	2	5	3	1	4	1	1	1	4	5	3	4	4	1	4	5	5	4	17	1	70	US
5	1	1	1	5	4	1	5	4	5	5	5	5	5	4	2	5	1	2	4	1	1	18	1	80	US
5	5	5	2	5	4	4	5	5	5	1	2	4	4	5	4	5	1	4	2	2	2	17	1	80	US
3	5	2	2	4	3	2	2	5	2	3	2	4	5	4	3	4	5	4	4	4	4	17	1	87	IL
4	5	4	4	3	4	5	4	5	3	2	4	3	4	4	4	4	2	3	4	4	3	18	1	85	US
4	2	3	3	2	3	4	2	4	1	1	2	4	3	3	2	5	2	2	2	3	3	15	1	90	GB
5	5	5	4	4	5	5	4	5	4	4	2	3	5	5	5	4	4	4	4	4	0	16	1	90	US
3	1	1	1	3	5	1	1	3	1	1	1	5	5	5	4	1	1	3	5	5	1	24	1	50	US
5	2	4	2	4	5	4	4	4	3	5	1	4	4	2	2	4	2	4	5	4	4	21	1	80	AU
3	4	4	1	2	2	2	1	2	1	3	1	2	4	4	4	4	1	2	4	4	3	18	1	88	DE
3	0	4	4	4	4	3	4	4	3	4	5	5	3	2	2	2	3	4	4	2	4	20	1	65	BE
5	2	2	5	2	4	5	2	4	5	4	2	3	4	5	4	3	4	2	4	4	2	18	1	70	US
4	4	5	4	5	4	3	4	4	4	2	2	4	3	4	3	4	4	5	4	2	4	14	1	90	GB
3	1	5	5	3	2	3	3	4	4	3	1	4	3	2	3	2	3	4	3	3	3	16	1	80	RO
4	2	4	3	3	4	4	2	4	3	3	1	3	4	4	2	4	1	2	3	4	2	25	1	90	GB
4	5	5	4	4	4	4	4	5	4	2	2	2	4	4	1	2	2	3	4	2	2	18	1	90	US
4	5	5	2	5	5	5	4	5	2	2	4	5	5	4	4	5	2	2	5	3	3	19	1	80	GB
4	1	4	1	2	2	4	1	4	1	2	2	4	4	4	2	2	3	3	3	2	3	16	1	70	US
4	3	5	3	1	3	5	3	5	1	2	2	2	5	5	5	3	1	2	4	2	1	21	1	75	CA
2	2	4	2	2	5	1	2	5	2	2	2	4	1	4	1	4	5	2	5	2	4	16	1	90	US
3	2	4	2	3	4	2	2	5	2	2	2	4	3	5	5	2	4	3	5	3	2	20	1	90	US
3	2	5	2	4	4	4	4	5	4	4	5	4	5	4	2	4	1	4	3	2	3	14	1	76	GB
4	1	5	4	4	5	3	4	5	2	5	1	5	5	2	2	1	2	5	5	5	5	19	1	90	US
4	4	5	2	4	3	4	4	5	4	2	3	3	2	4	4	4	3	2	5	3	2	14	2	35	US
1	4	4	1	1	3	3	1	5	3	2	2	4	5	3	1	4	2	3	5	5	3	16	1	76	CY
5	5	5	2	5	3	4	2	3	5	1	1	4	2	5	5	5	4	4	4	3	2	20	1	90	US
4	4	4	2	3	5	4	2	4	1	2	4	4	4	4	3	4	2	4	4	3	3	15	1	78	US
5	3	4	4	3	5	4	4	4	4	4	5	4	5	4	2	4	4	4	4	4	4	21	1	50	NO
2	4	2	2	3	4	5	2	4	2	1	2	4	4	2	2	4	2	3	4	3	4	19	1	85	US
5	2	4	3	3	4	4	5	4	2	4	3	3	4	5	4	4	2	4	5	4	3	21	1	85	US
4	1	2	2	4	4	2	2	4	4	4	1	4	5	2	1	3	2	3	2	2	2	21	1	67	GB
3	2	4	4	2	3	4	3	2	1	3	2	4	3	4	3	4	3	3	4	2	2	18	1	100	US
4	1	2	5	5	4	2	2	4	1	5	4	4	3	5	4	4	3	5	5	4	4	16	1	90	US
2	2	4	2	3	4	2	3	4	1	4	4	3	3	3	3	3	2	5	5	2	3	15	1	95	US
3	4	4	4	2	3	4	4	5	2	3	4	5	4	4	5	5	3	3	5	3	2	18	1	60	US
5	5	5	2	3	5	4	4	5	2	1	1	2	5	2	2	2	4	4	4	4	3	25	1	75	CA
5	4	5	1	5	5	4	4	4	4	1	1	4	2	5	4	5	4	1	2	2	1	24	1	85	SI
